image_id,condition,conflict_type,question,reference_answer,generated_text,stance,stance_rule,stance_evidence,reference_content_overlap,normalized_exact_match,reference_contained,token_f1,rouge_l_f1,manual_review_required,manual_review_reason,human_semantic_correct,human_stance,human_notes
2403851,multimodal_conflict,relation,What type of animals are not in the picture?,The image does not contain any animals other than cows.,"The animals in the picture are cows, specifically Alpine cows. They are known for their distinctive horns and are often found in mountainous regions. The animals in the",no_explicit_rejection,no_rule_match,,animal|cow,False,False,0.12121212121212122,0.12121212121212122,True,conflict_stance:no_explicit_rejection,,,
2406390,multimodal_conflict,object,Where is the fox?,The image does not contain a fox.,"There is no existence of a fox in the image description, so it would be misleading to ask where it is.",reject_premise,there_is_no,There is no,fox,False,False,0.16666666666666666,0.08333333333333333,False,,,,
2395947,multimodal_conflict,object,Where is the painting taken?,The image does not contain a painting.,"I am not sure where the painting is taken. It can be in Africa, Kenya, or Tanzania.",no_explicit_rejection,no_rule_match,,painting,False,False,0.19047619047619047,0.19047619047619047,True,conflict_stance:no_explicit_rejection,,,
2401084,multimodal_conflict,object,What time was this?,The image does not contain any information about a specific time.,"It is not possible to determine the exact time of day from the image alone. However, given the lighting and shadows, it appears to be either early morning or",no_explicit_rejection,no_rule_match,,time,False,False,0.17142857142857146,0.1142857142857143,True,conflict_stance:no_explicit_rejection,,,
2410068,multimodal_conflict,object,What is in the right corner?,The image does not contain anything in the right corner.,I am not sure what is in the right corner. It can be seen scissors or a remote control.,no_explicit_rejection,no_rule_match,,corner|right,False,False,0.31999999999999995,0.31999999999999995,True,conflict_stance:no_explicit_rejection,,,
2403489,multimodal_conflict,object,What is the mountain?,The image does not contain a mountain.,I am not sure what the mountain is. It can be seen in the picture or it can be a hill.,no_explicit_rejection,no_rule_match,,mountain,False,False,0.1739130434782609,0.1739130434782609,True,conflict_stance:no_explicit_rejection,,,
2405568,multimodal_conflict,object,What is in the box?,The image does not contain a box.,"I am not sure what is in the box. It can be seen flowers, vase, or plant.",no_explicit_rejection,no_rule_match,,box,False,False,0.19047619047619047,0.19047619047619047,True,conflict_stance:no_explicit_rejection,,,
2410888,multimodal_conflict,relation,What is a person called who trains one of these animals professionally?,The image does not contain a person who trains animals.,A person who trains horses professionally is called a horse trainer or a equestrian.,no_explicit_rejection,no_rule_match,,person|train,False,False,0.3157894736842105,0.3157894736842105,True,conflict_stance:no_explicit_rejection,,,
2410268,multimodal_conflict,object,What color is the water?,The image does not contain any water.,The image does not show any water; it features an elephant walking on a dirt road surrounded by green vegetation and trees.,reject_premise,visual_does_not_contain,The image does not show,water,False,False,0.39999999999999997,0.39999999999999997,False,,,,
2408152,multimodal_conflict,object,What color are the balloons?,The image does not contain any balloons.,"There is no existence of balloons in the image description, so asking about their color would be misleading.",reject_premise,there_is_no,There is no,balloon,False,False,0.1739130434782609,0.08695652173913045,False,,,,
2407206,multimodal_conflict,object,What color is the skateboard?,The image does not contain a skateboard.,"The image is in black and white, so there are no colors to describe.",ambiguous_rejection,there_is_no,there are no,,False,False,0.1111111111111111,0.1111111111111111,True,conflict_stance:ambiguous_rejection,,,
2395592,text_only_conflict,object,Where is the letter S?,The image does not contain the letter S.,"The letter ""S"" can be found in many places, such as on signs, in words, and in various forms of media. It is also used in",no_explicit_rejection,no_rule_match,,letter,False,False,0.12903225806451613,0.12903225806451613,True,conflict_stance:no_explicit_rejection,,,
2395656,text_only_conflict,object,What is on the side panel?,The image does not contain a side panel.,"I'm sorry, but I don't have any information about what is on the side panel of an object or structure you're referring to. Could you please provide",no_explicit_rejection,no_rule_match,,panel|side,False,False,0.11764705882352941,0.11764705882352941,True,conflict_stance:no_explicit_rejection,,,
2404880,text_only_conflict,relation,What is the person in front doing?,The image does not contain a person in front.,"I'm sorry, but I cannot answer your question as there is no person in front of me. As an AI language model, I do not have a physical",reject_premise,there_is_no,there is no,front|person,False,False,0.23529411764705882,0.17647058823529413,False,,,,
150293,text_only_conflict,object,How many boats can be seen?,The image does not contain any boats.,"I'm sorry, but I cannot answer your question as there is no context provided about what you are referring to. Could you please provide more information or clarify your",abstain_no_visual_input,missing_context,no context,,False,False,0.0,0.0,True,conflict_stance:abstain_no_visual_input,,,
2399942,text_only_conflict,relation,What would have happened if this event had occurred in a different location?,The image does not contain any information about a specific event.,"I'm sorry, but I need more information about the event you are referring to in order to provide an accurate answer. Please provide me with the name of the",no_explicit_rejection,no_rule_match,,event,False,False,0.17142857142857146,0.17142857142857146,True,conflict_stance:no_explicit_rejection,,,
2408623,text_only_conflict,object,Where is the backpack?,The image does not contain a backpack.,"I'm sorry, I don't know where it is. I can't help you with that.",no_explicit_rejection,no_rule_match,,,False,False,0.0,0.0,True,conflict_stance:no_explicit_rejection,,,
2394830,text_only_conflict,relation,What color is the sky?,The image does not contain any depiction of the sky.,"The sky is typically blue in color, but it can also appear white or gray on some days due to weather conditions such as fog, clouds, or smog",no_explicit_rejection,no_rule_match,,sky,False,False,0.05714285714285714,0.05714285714285714,True,conflict_stance:no_explicit_rejection,,,
2399944,text_only_conflict,object,What is the book on?,The image does not contain a book.,"I'm sorry, but I cannot answer your question without more context. Could you please provide me with more information about the book you are referring to?",no_explicit_rejection,no_rule_match,,book,False,False,0.06451612903225806,0.06451612903225806,True,conflict_stance:no_explicit_rejection,,,
2406642,text_only_conflict,object,What are the cows eating?,The image does not contain any cows.,"I'm sorry, I don't know what you're talking about. Can you please provide more context or information so that I can better understand your question and provide",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.0,0.0,True,conflict_stance:abstain_no_visual_input,,,
2409203,text_only_conflict,relation,What are the shelves next to the sink made of?,The image does not contain shelves next to the sink.,"I'm sorry, but I don't have enough information to answer your question. The shelves next to the sink could be made of a variety of materials depending on",no_explicit_rejection,no_rule_match,,next|shelve|sink,False,False,0.22857142857142856,0.22857142857142856,True,conflict_stance:no_explicit_rejection,,,
2405435,text_only_conflict,attribute,What color is the table?,The image does not contain a table.,"I'm sorry, but as an AI language model, I don't have access to visual information or the ability to see objects in real-time. Therefore, I",no_explicit_rejection,no_rule_match,,,False,False,0.0,0.0,True,conflict_stance:no_explicit_rejection,,,
1592318,text_only_conflict,object,Where is that moment taken?,The image does not contain a specific moment or event.,"I'm sorry, but I cannot answer your question as there is no specific image or context provided in your message. Could you please provide more information or context so",abstain_no_visual_input,request_visual_input,please provide more information or context,,False,False,0.15789473684210528,0.10526315789473685,True,conflict_stance:abstain_no_visual_input,,,
2402123,text_only_conflict,attribute,What is the bridge made of?,The image does not contain a bridge.,"I'm sorry, I cannot answer this question as it is not specific enough. Could you please provide more context or information about which bridge you are referring to?",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.1176470588235294,0.1176470588235294,True,conflict_stance:abstain_no_visual_input,,,
2393956,text_only_conflict,relation,What is in the foreground?,The image does not contain any elements in the foreground.,"I'm sorry, but I cannot answer your question as there is no image or context provided for me to identify what is in the foreground. Please provide more information",reject_premise,there_is_no,there is no,foreground,False,False,0.16216216216216217,0.16216216216216217,False,,,,
2406916,text_only_conflict,object,What is cat in?,The image does not contain a cat.,"I'm not sure what you mean by ""cat in"". Can you please provide more context or clarify your question?",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.16000000000000003,0.16000000000000003,True,conflict_stance:abstain_no_visual_input,,,
2403720,text_only_conflict,object,Where is the dog standing?,The image does not contain a dog.,"I'm sorry, but I cannot answer your question as there is no context provided about where the dog is standing. Could you please provide more information or context so",abstain_no_visual_input,missing_context,no context,,False,False,0.0588235294117647,0.0588235294117647,True,conflict_stance:abstain_no_visual_input,,,
2396016,text_only_conflict,attribute,What has a colorful trailer?,The image does not contain a colorful trailer.,"A movie trailer is a promotional video that is used to advertise a movie or film. It typically features clips of scenes from the movie, along with music and voice",no_explicit_rejection,no_rule_match,,trailer,False,False,0.0625,0.0625,True,conflict_stance:no_explicit_rejection,,,
713590,text_only_conflict,object,Where does this event take place?,This image does not contain any specific event.,"I'm sorry, but I cannot answer your question without more context. Can you please provide me with the name of the event or some additional information about it?",no_explicit_rejection,no_rule_match,,event,False,False,0.05714285714285714,0.05714285714285714,True,conflict_stance:no_explicit_rejection,,,
2401850,text_only_conflict,object,What are the pillars?,The image does not contain any pillars.,"I'm sorry, but I don't have any information about ""pillars"" that you're referring to. Could you please provide more context or clarify your question",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.12121212121212122,0.12121212121212122,True,conflict_stance:abstain_no_visual_input,,,
2401710,text_only_conflict,object,How many cars are pictured?,The image does not contain any cars.,"I'm sorry, but I cannot answer your question as there is no image attached to your message. Please provide an image or a description of the image so that",abstain_no_visual_input,request_visual_input,Please provide an image or a description of the image,,False,False,0.06060606060606061,0.06060606060606061,True,conflict_stance:abstain_no_visual_input,,,
2411972,text_only_conflict,object,What type of drink is pictured?,This image does not contain a drink.,"I'm sorry, but I cannot answer your question as there is no picture attached to your message. Please provide a picture or more information so that I can assist",abstain_no_visual_input,request_visual_input,Please provide a picture,,False,False,0.0,0.0,True,conflict_stance:abstain_no_visual_input,,,
2403954,text_only_conflict,object,What's the shape of the cup?,The image does not contain a cup.,The shape of the cup is cylindrical.,no_explicit_rejection,no_rule_match,,cup,False,False,0.20000000000000004,0.20000000000000004,True,conflict_stance:no_explicit_rejection,,,
2405672,text_only_conflict,object,What is in the foreground?,The image does not contain any objects in the foreground.,"I'm sorry, but I cannot answer your question as there is no image or context provided for me to identify what is in the foreground. Please provide more information",reject_premise,there_is_no,there is no,foreground,False,False,0.16216216216216217,0.16216216216216217,False,,,,
2393697,text_only_conflict,object,Who is looking at the painting?,The image does not contain any depiction of a painting being looked at.,"I'm sorry, but I cannot answer your question as there is no painting mentioned in your message. Could you please provide more information or context so that I can",abstain_no_visual_input,request_visual_input,please provide more information or context,,False,False,0.04878048780487805,0.04878048780487805,True,conflict_stance:abstain_no_visual_input,,,
2403767,text_only_conflict,object,What length is the tree's trunk?,The image does not contain a tree or any tree trunk.,"I'm sorry, but I don't have any information about the length of a tree's trunk. Could you please provide more context or clarify your question?",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.2285714285714286,0.17142857142857146,True,conflict_stance:abstain_no_visual_input,,,
2406901,text_only_conflict,object,Where is the book?,The image does not contain a book.,"I'm sorry, but I don't have any information about where the book might be located. Could you please provide more context or details about the book you're",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.06060606060606061,0.06060606060606061,True,conflict_stance:abstain_no_visual_input,,,
2396910,text_only_conflict,attribute,What are the blue items on the wall?,The image does not contain any blue items.,"I'm sorry, but I cannot see any blue items on the wall as I am an AI language model and do not have access to visual information. Can you",reject_premise,cannot_visually_find,cannot see,blue|item,False,False,0.2285714285714286,0.17142857142857143,False,,,,
2401906,text_only_conflict,attribute,What color is the text on the red sticker?,The image does not contain a red sticker.,"I'm sorry, but I cannot see any red stickers or text in your message. Could you please provide more information or context so that I can assist you better",abstain_no_visual_input,request_visual_input,please provide more information or context,,False,False,0.05555555555555555,0.05555555555555555,True,conflict_stance:abstain_no_visual_input,,,
2402736,text_only_conflict,object,What is the bus sitting on?,The image does not contain a bus.,"I'm sorry, I don't know what you're referring to. Can you please provide more context or information so that I can better understand your question and provide",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.0,0.0,True,conflict_stance:abstain_no_visual_input,,,
2402704,text_only_conflict,attribute,What is red and round?,The image does not contain anything red.,A tomato.,no_explicit_rejection,no_rule_match,,,False,False,0.0,0.0,True,conflict_stance:no_explicit_rejection,,,
2402350,text_only_conflict,object,Where is the book?,The image does not contain a book.,"I'm sorry, but I don't have any information about where the book might be located. Could you please provide more context or details about the book you're",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.06060606060606061,0.06060606060606061,True,conflict_stance:abstain_no_visual_input,,,
2409661,text_only_conflict,relation,How many slices of bacon are for the sandwich?,The image does not contain information about how many slices of bacon are for the sandwich.,"I'm sorry, but I cannot answer your question as there is no information provided about the sandwich or its ingredients. Could you please provide more details or context so",abstain_no_visual_input,missing_context,no information,,False,False,0.1395348837209302,0.1395348837209302,True,conflict_stance:abstain_no_visual_input,,,
2400695,text_only_conflict,attribute,What is the car's color?,1. The image does not contain any cars.,"I'm sorry, but I cannot answer your question as there is no information provided about a specific car or its color. Could you please provide more context or details",abstain_no_visual_input,missing_context,no information,,False,False,0.0,0.0,True,conflict_stance:abstain_no_visual_input,,,
2404745,text_only_conflict,relation,Why is the cat sitting on the chair?,The image does not show the cat sitting on the chair.,"I'm sorry, I don't know why the cat is sitting on the chair. It could be for various reasons such as seeking warmth, resting, or simply",no_explicit_rejection,no_rule_match,,cat|chair|sitting,False,False,0.23529411764705882,0.23529411764705882,True,conflict_stance:no_explicit_rejection,,,
2406717,text_only_conflict,attribute,How is the woman's hat?,The image does not contain a woman's hat.,"I'm sorry, but I don't have any information about the woman's hat as there was no mention of her or her hat in the given text. Could",reject_premise,there_is_no,there was no,hat|woman,False,False,0.17142857142857143,0.17142857142857143,False,,,,
2408970,text_only_conflict,object,How did it get broken?,The image does not contain any information about something being broken.,"I'm sorry, but I don't have any information about what you're referring to as ""it."" Could you please provide more context or clarify your question?",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.15789473684210525,0.15789473684210525,True,conflict_stance:abstain_no_visual_input,,,
2405342,text_only_conflict,object,How many bicycles are on the road?,The image does not contain any bicycles.,"I'm sorry, but as an AI language model, I don't have access to real-time data or the ability to physically observe objects in the world. To",no_explicit_rejection,no_rule_match,,,False,False,0.0,0.0,True,conflict_stance:no_explicit_rejection,,,
2396109,text_only_conflict,object,Where is the fern?,The image does not contain a fern.,"I'm sorry, I don't know where it is. I can't help you with this.",no_explicit_rejection,no_rule_match,,,False,False,0.0,0.0,True,conflict_stance:no_explicit_rejection,,,
2396984,text_only_conflict,object,What shade of color is the letter P?,The image does not contain the letter P.,"The letter ""P"" in this image appears to be a shade of blue.",no_explicit_rejection,no_rule_match,,letter,False,False,0.3529411764705882,0.23529411764705885,True,conflict_stance:no_explicit_rejection,,,
2403851,text_only_conflict,relation,What type of animals are not in the picture?,The image does not contain any animals other than cows.,"I'm sorry, but I cannot answer your question as there is no picture attached to your message. Please provide me with a picture so that I can assist you",abstain_no_visual_input,request_visual_input,Please provide me with a picture,,False,False,0.0,0.0,True,conflict_stance:abstain_no_visual_input,,,
2406390,text_only_conflict,object,Where is the fox?,The image does not contain a fox.,"I'm sorry, I don't know where the fox is. I can't help you with this.",no_explicit_rejection,no_rule_match,,fox,False,False,0.0909090909090909,0.0909090909090909,True,conflict_stance:no_explicit_rejection,,,
2395947,text_only_conflict,object,Where is the painting taken?,The image does not contain a painting.,"I'm sorry, but I cannot answer your question as there is no painting mentioned in your message. Could you please provide more information or context so that I can",abstain_no_visual_input,request_visual_input,please provide more information or context,,False,False,0.05714285714285715,0.05714285714285715,True,conflict_stance:abstain_no_visual_input,,,
2401084,text_only_conflict,object,What time was this?,The image does not contain any information about a specific time.,"I'm sorry, but I don't have any information about the specific time you're referring to. Could you please provide more context or clarify your question?",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.2777777777777778,0.2777777777777778,True,conflict_stance:abstain_no_visual_input,,,
2410068,text_only_conflict,object,What is in the right corner?,The image does not contain anything in the right corner.,"I'm sorry, but I don't have any information about what is in the right corner of where you are asking this question. Could you please provide more context",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.16216216216216217,0.16216216216216217,True,conflict_stance:abstain_no_visual_input,,,
2403489,text_only_conflict,object,What is the mountain?,The image does not contain a mountain.,"I'm sorry, but I don't have enough context to determine what mountain you are referring to. Could you please provide more information or context about the mountain you",abstain_no_visual_input,request_visual_input,please provide more information or context,,False,False,0.0588235294117647,0.0588235294117647,True,conflict_stance:abstain_no_visual_input,,,
2405568,text_only_conflict,object,What is in the box?,The image does not contain a box.,"I'm sorry, but I cannot answer this question as there is no information provided about what is inside the box. Could you please provide more context or details about",abstain_no_visual_input,missing_context,no information,,False,False,0.0588235294117647,0.0588235294117647,True,conflict_stance:abstain_no_visual_input,,,
2410888,text_only_conflict,relation,What is a person called who trains one of these animals professionally?,The image does not contain a person who trains animals.,A person who trains dogs professionally is called a dog trainer or a dog behaviorist.,no_explicit_rejection,no_rule_match,,person|train,False,False,0.3,0.3,True,conflict_stance:no_explicit_rejection,,,
2410268,text_only_conflict,object,What color is the water?,The image does not contain any water.,"I'm sorry, but I don't have any information about the color of the water you're referring to. Could you please provide more context or specify which body",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.11764705882352941,0.11764705882352941,True,conflict_stance:abstain_no_visual_input,,,
2408152,text_only_conflict,object,What color are the balloons?,The image does not contain any balloons.,"I'm sorry, but I cannot answer your question as there is no information provided about the color of the balloons. Could you please provide more context or details about",abstain_no_visual_input,missing_context,no information,,False,False,0.058823529411764705,0.058823529411764705,True,conflict_stance:abstain_no_visual_input,,,
2407206,text_only_conflict,object,What color is the skateboard?,The image does not contain a skateboard.,"I'm sorry, but I don't have any information about the color of the skateboard you're referring to. Could you please provide more context or clarify your question",abstain_no_visual_input,request_visual_input,please provide more context,,False,False,0.06060606060606061,0.06060606060606061,True,conflict_stance:abstain_no_visual_input,,,
2395592,multimodal_clean,object,Where is the letter O?,On the building.,"The letter ""O"" is on the sign that reads ""CADOGAN HALL.""",not_applicable,not_applicable,,,False,False,0.1818181818181818,0.1818181818181818,True,clean_answer_requires_semantic_review,,,
